State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Bihar,MADHEPURA,Turmeric,2001-02,Whole Year,6,Hectare,6,Tonnes,1
Bihar,MADHEPURA,Turmeric,2002-03,Whole Year,7,Hectare,7,Tonnes,1
Bihar,MADHEPURA,Turmeric,2003-04,Whole Year,9,Hectare,9,Tonnes,1
Bihar,MADHUBANI,Turmeric,2001-02,Whole Year,17,Hectare,16,Tonnes,0.9411764706
Bihar,MADHUBANI,Turmeric,2002-03,Whole Year,39,Hectare,39,Tonnes,1
Bihar,MADHUBANI,Turmeric,2003-04,Whole Year,15,Hectare,15,Tonnes,1
Bihar,MUZAFFARPUR,Turmeric,2001-02,Whole Year,114,Hectare,106,Tonnes,0.9298245614
Bihar,MUZAFFARPUR,Turmeric,2002-03,Whole Year,89,Hectare,88,Tonnes,0.9887640449
Bihar,MUZAFFARPUR,Turmeric,2003-04,Whole Year,115,Hectare,114,Tonnes,0.9913043478
Bihar,NALANDA,Turmeric,2002-03,Whole Year,2,Hectare,2,Tonnes,1
Bihar,NALANDA,Turmeric,2003-04,Whole Year,2,Hectare,2,Tonnes,1
Bihar,PASHCHIM CHAMPARAN,Turmeric,2001-02,Whole Year,145,Hectare,158,Tonnes,1.089655172
Bihar,PASHCHIM CHAMPARAN,Turmeric,2002-03,Whole Year,167,Hectare,165,Tonnes,0.9880239521
Bihar,PASHCHIM CHAMPARAN,Turmeric,2003-04,Whole Year,157,Hectare,155,Tonnes,0.9872611465
Bihar,PURBI CHAMPARAN,Turmeric,2001-02,Whole Year,290,Hectare,296,Tonnes,1.020689655
Bihar,PURBI CHAMPARAN,Turmeric,2003-04,Whole Year,25,Hectare,25,Tonnes,1
Bihar,PURNIA,Turmeric,2001-02,Whole Year,34,Hectare,68,Tonnes,2
Bihar,PURNIA,Turmeric,2002-03,Whole Year,13,Hectare,13,Tonnes,1
Bihar,PURNIA,Turmeric,2003-04,Whole Year,69,Hectare,68,Tonnes,0.9855072464
Bihar,ROHTAS,Turmeric,2001-02,Whole Year,3,Hectare,3,Tonnes,1
Bihar,ROHTAS,Turmeric,2002-03,Whole Year,2,Hectare,2,Tonnes,1
Bihar,ROHTAS,Turmeric,2003-04,Whole Year,1,Hectare,1,Tonnes,1
Bihar,SAHARSA,Turmeric,2002-03,Whole Year,8,Hectare,8,Tonnes,1
Bihar,SAHARSA,Turmeric,2003-04,Whole Year,12,Hectare,12,Tonnes,1
Bihar,SAMASTIPUR,Turmeric,2001-02,Whole Year,1614,Hectare,1549,Tonnes,0.9597273854
Bihar,SAMASTIPUR,Turmeric,2002-03,Whole Year,1666,Hectare,1646,Tonnes,0.9879951981
Bihar,SAMASTIPUR,Turmeric,2003-04,Whole Year,1706,Hectare,1686,Tonnes,0.9882766706
Bihar,SHEOHAR,Turmeric,2001-02,Whole Year,8,Hectare,8,Tonnes,1
Bihar,SHEOHAR,Turmeric,2002-03,Whole Year,8,Hectare,8,Tonnes,1
Bihar,SHEOHAR,Turmeric,2003-04,Whole Year,9,Hectare,9,Tonnes,1
Bihar,SITAMARHI,Turmeric,2001-02,Whole Year,43,Hectare,44,Tonnes,1.023255814
Bihar,SITAMARHI,Turmeric,2002-03,Whole Year,43,Hectare,42,Tonnes,0.976744186
Bihar,SITAMARHI,Turmeric,2003-04,Whole Year,43,Hectare,42,Tonnes,0.976744186
Bihar,SUPAUL,Turmeric,2001-02,Whole Year,54,Hectare,56,Tonnes,1.037037037
Bihar,SUPAUL,Turmeric,2002-03,Whole Year,111,Hectare,110,Tonnes,0.990990991
Bihar,SUPAUL,Turmeric,2003-04,Whole Year,25,Hectare,25,Tonnes,1
Bihar,VAISHALI,Turmeric,2001-02,Whole Year,113,Hectare,115,Tonnes,1.017699115
Bihar,VAISHALI,Turmeric,2002-03,Whole Year,118,Hectare,117,Tonnes,0.9915254237
Bihar,VAISHALI,Turmeric,2003-04,Whole Year,39,Hectare,39,Tonnes,1
Bihar,ARARIA,Urad,2001-02,Kharif,1307,Hectare,727,Tonnes,0.5562356542
Bihar,ARARIA,Urad,2002-03,Kharif,1174,Hectare,881,Tonnes,0.7504258944
Bihar,ARARIA,Urad,2003-04,Kharif,1122,Hectare,836,Tonnes,0.7450980392
Bihar,ARWAL,Urad,2003-04,Kharif,17,Hectare,13,Tonnes,0.7647058824
Bihar,AURANGABAD,Urad,2002-03,Kharif,26,Hectare,18,Tonnes,0.6923076923
Bihar,AURANGABAD,Urad,2003-04,Kharif,5,Hectare,4,Tonnes,0.8
Bihar,BANKA,Urad,2001-02,Kharif,23,Hectare,14,Tonnes,0.6086956522
Bihar,BANKA,Urad,2002-03,Kharif,6,Hectare,5,Tonnes,0.8333333333
Bihar,BANKA,Urad,2003-04,Kharif,114,Hectare,85,Tonnes,0.7456140351
Bihar,BEGUSARAI,Urad,2001-02,Kharif,975,Hectare,717,Tonnes,0.7353846154
Bihar,BEGUSARAI,Urad,2002-03,Kharif,587,Hectare,412,Tonnes,0.7018739353
Bihar,BEGUSARAI,Urad,2003-04,Kharif,979,Hectare,728,Tonnes,0.7436159346
Bihar,BHAGALPUR,Urad,2001-02,Kharif,9950,Hectare,6759,Tonnes,0.6792964824
Bihar,BHAGALPUR,Urad,2002-03,Kharif,6682,Hectare,5025,Tonnes,0.7520203532
Bihar,BHAGALPUR,Urad,2003-04,Kharif,6825,Hectare,5085,Tonnes,0.7450549451
Bihar,BHOJPUR,Urad,2003-04,Kharif,29,Hectare,22,Tonnes,0.7586206897
Bihar,DARBHANGA,Urad,2001-02,Kharif,115,Hectare,80,Tonnes,0.6956521739
Bihar,DARBHANGA,Urad,2002-03,Kharif,112,Hectare,83,Tonnes,0.7410714286
Bihar,GAYA,Urad,2001-02,Kharif,151,Hectare,96,Tonnes,0.6357615894
Bihar,GAYA,Urad,2002-03,Kharif,242,Hectare,168,Tonnes,0.694214876
Bihar,GAYA,Urad,2003-04,Kharif,289,Hectare,214,Tonnes,0.7404844291
Bihar,GOPALGANJ,Urad,2001-02,Kharif,226,Hectare,122,Tonnes,0.5398230088
Bihar,GOPALGANJ,Urad,2002-03,Kharif,332,Hectare,247,Tonnes,0.7439759036
Bihar,GOPALGANJ,Urad,2003-04,Kharif,378,Hectare,280,Tonnes,0.7407407407
Bihar,JAMUI,Urad,2001-02,Kharif,19,Hectare,15,Tonnes,0.7894736842
Bihar,JAMUI,Urad,2002-03,Kharif,16,Hectare,11,Tonnes,0.6875
Bihar,JEHANABAD,Urad,2001-02,Kharif,29,Hectare,19,Tonnes,0.6551724138
Bihar,JEHANABAD,Urad,2002-03,Kharif,62,Hectare,46,Tonnes,0.7419354839
Bihar,JEHANABAD,Urad,2003-04,Kharif,23,Hectare,17,Tonnes,0.7391304348
Bihar,KAIMUR (BHABUA),Urad,2001-02,Kharif,94,Hectare,64,Tonnes,0.6808510638
Bihar,KAIMUR (BHABUA),Urad,2002-03,Kharif,147,Hectare,128,Tonnes,0.8707482993
Bihar,KAIMUR (BHABUA),Urad,2003-04,Kharif,217,Hectare,154,Tonnes,0.7096774194
Bihar,KATIHAR,Urad,2001-02,Kharif,3902,Hectare,2498,Tonnes,0.6401845208
Bihar,KATIHAR,Urad,2002-03,Kharif,4107,Hectare,3092,Tonnes,0.7528609691
Bihar,KATIHAR,Urad,2003-04,Kharif,2765,Hectare,2059,Tonnes,0.7446654611
Bihar,KHAGARIA,Urad,2001-02,Kharif,3571,Hectare,2779,Tonnes,0.7782133856
Bihar,KHAGARIA,Urad,2002-03,Kharif,3829,Hectare,2787,Tonnes,0.7278662836
Bihar,KHAGARIA,Urad,2003-04,Kharif,3297,Hectare,2456,Tonnes,0.7449196239
Bihar,KISHANGANJ,Urad,2001-02,Kharif,698,Hectare,556,Tonnes,0.7965616046
Bihar,KISHANGANJ,Urad,2002-03,Kharif,473,Hectare,356,Tonnes,0.7526427061
Bihar,KISHANGANJ,Urad,2003-04,Kharif,429,Hectare,320,Tonnes,0.7459207459
Bihar,LAKHISARAI,Urad,2003-04,Kharif,45,Hectare,34,Tonnes,0.7555555556
Bihar,MADHEPURA,Urad,2001-02,Kharif,234,Hectare,133,Tonnes,0.5683760684
Bihar,MADHEPURA,Urad,2002-03,Kharif,422,Hectare,318,Tonnes,0.7535545024
Bihar,MADHEPURA,Urad,2003-04,Kharif,308,Hectare,229,Tonnes,0.7435064935
Bihar,MADHUBANI,Urad,2001-02,Kharif,1630,Hectare,1068,Tonnes,0.6552147239
Bihar,MADHUBANI,Urad,2002-03,Kharif,914,Hectare,678,Tonnes,0.7417943107
Bihar,MADHUBANI,Urad,2003-04,Kharif,763,Hectare,541,Tonnes,0.7090432503
Bihar,MUNGER,Urad,2001-02,Kharif,274,Hectare,210,Tonnes,0.7664233577
Bihar,MUNGER,Urad,2002-03,Kharif,113,Hectare,80,Tonnes,0.7079646018
Bihar,MUNGER,Urad,2003-04,Kharif,318,Hectare,236,Tonnes,0.7421383648
Bihar,MUZAFFARPUR,Urad,2001-02,Kharif,849,Hectare,538,Tonnes,0.6336866902
Bihar,MUZAFFARPUR,Urad,2002-03,Kharif,653,Hectare,419,Tonnes,0.6416539051
Bihar,MUZAFFARPUR,Urad,2003-04,Kharif,727,Hectare,549,Tonnes,0.7551581843
Bihar,NALANDA,Urad,2003-04,Kharif,26,Hectare,19,Tonnes,0.7307692308
Bihar,NAWADA,Urad,2001-02,Kharif,197,Hectare,129,Tonnes,0.654822335
Bihar,NAWADA,Urad,2002-03,Kharif,141,Hectare,96,Tonnes,0.6808510638
Bihar,NAWADA,Urad,2003-04,Kharif,82,Hectare,61,Tonnes,0.743902439
Bihar,PASHCHIM CHAMPARAN,Urad,2001-02,Kharif,174,Hectare,148,Tonnes,0.8505747126
Bihar,PASHCHIM CHAMPARAN,Urad,2002-03,Kharif,217,Hectare,189,Tonnes,0.8709677419
Bihar,PASHCHIM CHAMPARAN,Urad,2003-04,Kharif,217,Hectare,184,Tonnes,0.8479262673
Bihar,PATNA,Urad,2001-02,Kharif,3,Hectare,2,Tonnes,0.6666666667
Bihar,PATNA,Urad,2002-03,Kharif,5,Hectare,5,Tonnes,1
Bihar,PATNA,Urad,2003-04,Kharif,3,Hectare,2,Tonnes,0.6666666667
Bihar,PURBI CHAMPARAN,Urad,2001-02,Kharif,140,Hectare,93,Tonnes,0.6642857143
Bihar,PURBI CHAMPARAN,Urad,2002-03,Kharif,82,Hectare,52,Tonnes,0.6341463415
Bihar,PURBI CHAMPARAN,Urad,2003-04,Kharif,13,Hectare,10,Tonnes,0.7692307692
Bihar,PURNIA,Urad,2001-02,Kharif,1499,Hectare,960,Tonnes,0.6404269513
Bihar,PURNIA,Urad,2002-03,Kharif,118,Hectare,89,Tonnes,0.7542372881
Bihar,PURNIA,Urad,2003-04,Kharif,120,Hectare,89,Tonnes,0.7416666667
Bihar,ROHTAS,Urad,2001-02,Kharif,32,Hectare,20,Tonnes,0.625
Bihar,ROHTAS,Urad,2002-03,Kharif,63,Hectare,54,Tonnes,0.8571428571
Bihar,ROHTAS,Urad,2003-04,Kharif,94,Hectare,66,Tonnes,0.7021276596
Bihar,SAHARSA,Urad,2001-02,Kharif,2487,Hectare,1413,Tonnes,0.5681544029
Bihar,SAHARSA,Urad,2002-03,Kharif,1397,Hectare,1040,Tonnes,0.744452398
Bihar,SAHARSA,Urad,2003-04,Kharif,1784,Hectare,1327,Tonnes,0.7438340807
Bihar,SAMASTIPUR,Urad,2001-02,Kharif,1550,Hectare,1187,Tonnes,0.7658064516
Bihar,SAMASTIPUR,Urad,2002-03,Kharif,1255,Hectare,891,Tonnes,0.7099601594
Bihar,SAMASTIPUR,Urad,2003-04,Kharif,1219,Hectare,883,Tonnes,0.724364233
Bihar,SARAN,Urad,2001-02,Kharif,232,Hectare,121,Tonnes,0.5215517241
Bihar,SARAN,Urad,2002-03,Kharif,179,Hectare,133,Tonnes,0.7430167598
Bihar,SARAN,Urad,2003-04,Kharif,155,Hectare,115,Tonnes,0.7419354839
Bihar,SITAMARHI,Urad,2001-02,Kharif,95,Hectare,75,Tonnes,0.7894736842
Bihar,SITAMARHI,Urad,2002-03,Kharif,84,Hectare,72,Tonnes,0.8571428571
Bihar,SITAMARHI,Urad,2003-04,Kharif,100,Hectare,84,Tonnes,0.84
Bihar,SIWAN,Urad,2001-02,Kharif,278,Hectare,140,Tonnes,0.5035971223
Bihar,SIWAN,Urad,2002-03,Kharif,271,Hectare,201,Tonnes,0.741697417
Bihar,SIWAN,Urad,2003-04,Kharif,276,Hectare,204,Tonnes,0.7391304348
Bihar,SUPAUL,Urad,2001-02,Kharif,475,Hectare,277,Tonnes,0.5831578947
Bihar,SUPAUL,Urad,2002-03,Kharif,639,Hectare,464,Tonnes,0.7261345853
Bihar,SUPAUL,Urad,2003-04,Kharif,908,Hectare,675,Tonnes,0.7433920705
Bihar,VAISHALI,Urad,2001-02,Kharif,754,Hectare,537,Tonnes,0.7122015915
Bihar,VAISHALI,Urad,2002-03,Kharif,768,Hectare,561,Tonnes,0.73046875
Bihar,VAISHALI,Urad,2003-04,Kharif,552,Hectare,428,Tonnes,0.7753623188
Bihar,ARARIA,Wheat,2001-02,Rabi,60210,Hectare,108136,Tonnes,1.795980734
Bihar,ARARIA,Wheat,2002-03,Rabi,55849,Hectare,86810,Tonnes,1.554369819
Bihar,ARARIA,Wheat,2003-04,Rabi,53697,Hectare,52118,Tonnes,0.9705942604
Bihar,ARWAL,Wheat,2003-04,Rabi,14770,Hectare,40533,Tonnes,2.744278944
Bihar,AURANGABAD,Wheat,2001-02,Rabi,55528,Hectare,110171,Tonnes,1.984062095
Bihar,AURANGABAD,Wheat,2002-03,Rabi,57409,Hectare,121475,Tonnes,2.115957428
Bihar,AURANGABAD,Wheat,2003-04,Rabi,53655,Hectare,111218,Tonnes,2.07283571
Bihar,BANKA,Wheat,2001-02,Rabi,35815,Hectare,55872,Tonnes,1.560016753
Bihar,BANKA,Wheat,2002-03,Rabi,26260,Hectare,36958,Tonnes,1.407387662
Bihar,BANKA,Wheat,2003-04,Rabi,27157,Hectare,42013,Tonnes,1.547041278
Bihar,BEGUSARAI,Wheat,2001-02,Rabi,56277,Hectare,107892,Tonnes,1.917159763
Bihar,BEGUSARAI,Wheat,2002-03,Rabi,56065,Hectare,103343,Tonnes,1.843271203
Bihar,BEGUSARAI,Wheat,2003-04,Rabi,55379,Hectare,107492,Tonnes,1.941024576
Bihar,BHAGALPUR,Wheat,2001-02,Rabi,42781,Hectare,69488,Tonnes,1.624272457
Bihar,BHAGALPUR,Wheat,2002-03,Rabi,42187,Hectare,63061,Tonnes,1.494796975
Bihar,BHAGALPUR,Wheat,2003-04,Rabi,43502,Hectare,76853,Tonnes,1.766654407
Bihar,BHOJPUR,Wheat,2001-02,Rabi,82212,Hectare,205799,Tonnes,2.503272028
Bihar,BHOJPUR,Wheat,2002-03,Rabi,82037,Hectare,164475,Tonnes,2.004888038
Bihar,BHOJPUR,Wheat,2003-04,Rabi,76500,Hectare,185606,Tonnes,2.426222222
Bihar,BUXAR,Wheat,2001-02,Rabi,46633,Hectare,113817,Tonnes,2.440696502
Bihar,BUXAR,Wheat,2002-03,Rabi,46647,Hectare,127040,Tonnes,2.723433447
Bihar,BUXAR,Wheat,2003-04,Rabi,45684,Hectare,126276,Tonnes,2.764118729
Bihar,DARBHANGA,Wheat,2001-02,Rabi,59395,Hectare,65825,Tonnes,1.108258271
Bihar,DARBHANGA,Wheat,2002-03,Rabi,66303,Hectare,99172,Tonnes,1.495739258
Bihar,DARBHANGA,Wheat,2003-04,Rabi,73492,Hectare,97345,Tonnes,1.324565939
Bihar,GAYA,Wheat,2001-02,Rabi,51878,Hectare,147132,Tonnes,2.836115502
Bihar,GAYA,Wheat,2002-03,Rabi,71524,Hectare,143891,Tonnes,2.011786254
Bihar,GAYA,Wheat,2003-04,Rabi,63367,Hectare,127641,Tonnes,2.014313444
Bihar,GOPALGANJ,Wheat,2001-02,Rabi,86361,Hectare,283784,Tonnes,3.28602031
Bihar,GOPALGANJ,Wheat,2002-03,Rabi,87218,Hectare,163081,Tonnes,1.869808984
Bihar,GOPALGANJ,Wheat,2003-04,Rabi,85212,Hectare,199739,Tonnes,2.344024316
Bihar,JAMUI,Wheat,2001-02,Rabi,20490,Hectare,27920,Tonnes,1.36261591
Bihar,JAMUI,Wheat,2002-03,Rabi,17278,Hectare,19868,Tonnes,1.149901609
Bihar,JAMUI,Wheat,2003-04,Rabi,16972,Hectare,22120,Tonnes,1.30332312
Bihar,JEHANABAD,Wheat,2001-02,Rabi,36250,Hectare,77882,Tonnes,2.148468966
Bihar,JEHANABAD,Wheat,2002-03,Rabi,34230,Hectare,80656,Tonnes,2.356295647
Bihar,JEHANABAD,Wheat,2003-04,Rabi,19220,Hectare,47494,Tonnes,2.4710718
Bihar,KAIMUR (BHABUA),Wheat,2001-02,Rabi,69409,Hectare,175141,Tonnes,2.523318302
Bihar,KAIMUR (BHABUA),Wheat,2002-03,Rabi,60977,Hectare,162476,Tonnes,2.664545648
Bihar,KAIMUR (BHABUA),Wheat,2003-04,Rabi,63927,Hectare,144491,Tonnes,2.260249973
Bihar,KATIHAR,Wheat,2001-02,Rabi,47809,Hectare,83436,Tonnes,1.745194419
Bihar,KATIHAR,Wheat,2002-03,Rabi,43461,Hectare,69677,Tonnes,1.603207473
Bihar,KATIHAR,Wheat,2003-04,Rabi,46803,Hectare,56043,Tonnes,1.197423242
Bihar,KHAGARIA,Wheat,2001-02,Rabi,41772,Hectare,60395,Tonnes,1.445824955
Bihar,KHAGARIA,Wheat,2002-03,Rabi,41069,Hectare,52928,Tonnes,1.288757944
Bihar,KHAGARIA,Wheat,2003-04,Rabi,40787,Hectare,61432,Tonnes,1.50616618
Bihar,KISHANGANJ,Wheat,2001-02,Rabi,28459,Hectare,44737,Tonnes,1.571980744
Bihar,KISHANGANJ,Wheat,2002-03,Rabi,29190,Hectare,47913,Tonnes,1.641418294
Bihar,KISHANGANJ,Wheat,2003-04,Rabi,27750,Hectare,22669,Tonnes,0.8169009009
Bihar,LAKHISARAI,Wheat,2001-02,Rabi,20020,Hectare,30104,Tonnes,1.503696304
Bihar,LAKHISARAI,Wheat,2002-03,Rabi,25035,Hectare,56500,Tonnes,2.256840423
Bihar,LAKHISARAI,Wheat,2003-04,Rabi,23938,Hectare,51182,Tonnes,2.138106776
Bihar,MADHEPURA,Wheat,2001-02,Rabi,51601,Hectare,98516,Tonnes,1.909187806
Bihar,MADHEPURA,Wheat,2002-03,Rabi,50082,Hectare,81820,Tonnes,1.633720698
Bihar,MADHEPURA,Wheat,2003-04,Rabi,38948,Hectare,40681,Tonnes,1.044495224
Bihar,MADHUBANI,Wheat,2001-02,Rabi,72068,Hectare,94980,Tonnes,1.317921963
Bihar,MADHUBANI,Wheat,2002-03,Rabi,87324,Hectare,114682,Tonnes,1.313293024
Bihar,MADHUBANI,Wheat,2003-04,Rabi,82822,Hectare,65802,Tonnes,0.7944990461
Bihar,MUNGER,Wheat,2001-02,Rabi,21320,Hectare,31234,Tonnes,1.465009381
Bihar,MUNGER,Wheat,2002-03,Rabi,19350,Hectare,22678,Tonnes,1.171989664
Bihar,MUNGER,Wheat,2003-04,Rabi,22780,Hectare,41423,Tonnes,1.818393327
Bihar,MUZAFFARPUR,Wheat,2001-02,Rabi,85827,Hectare,179819,Tonnes,2.095133233
Bihar,MUZAFFARPUR,Wheat,2002-03,Rabi,86840,Hectare,162133,Tonnes,1.867031322
Bihar,MUZAFFARPUR,Wheat,2003-04,Rabi,90699,Hectare,129362,Tonnes,1.426278129
Bihar,NALANDA,Wheat,2001-02,Rabi,101255,Hectare,189805,Tonnes,1.874524715
Bihar,NALANDA,Wheat,2002-03,Rabi,83416,Hectare,157880,Tonnes,1.892682459
Bihar,NALANDA,Wheat,2003-04,Rabi,83849,Hectare,124225,Tonnes,1.481532278
Bihar,NAWADA,Wheat,2001-02,Rabi,45680,Hectare,82304,Tonnes,1.801751313
Bihar,NAWADA,Wheat,2002-03,Rabi,49407,Hectare,99484,Tonnes,2.013560831
Bihar,NAWADA,Wheat,2003-04,Rabi,49812,Hectare,95080,Tonnes,1.908777002
Bihar,PASHCHIM CHAMPARAN,Wheat,2001-02,Rabi,84041,Hectare,212254,Tonnes,2.5256006
Bihar,PASHCHIM CHAMPARAN,Wheat,2002-03,Rabi,80092,Hectare,170399,Tonnes,2.127540828
Bihar,PASHCHIM CHAMPARAN,Wheat,2003-04,Rabi,79151,Hectare,141538,Tonnes,1.788202297
Bihar,PATNA,Wheat,2001-02,Rabi,61484,Hectare,145488,Tonnes,2.366274153
Bihar,PATNA,Wheat,2002-03,Rabi,63403,Hectare,163022,Tonnes,2.571203255
Bihar,PATNA,Wheat,2003-04,Rabi,61820,Hectare,158649,Tonnes,2.566305403
Bihar,PURBI CHAMPARAN,Wheat,2001-02,Rabi,114857,Hectare,233874,Tonnes,2.036218951
Bihar,PURBI CHAMPARAN,Wheat,2002-03,Rabi,81431,Hectare,143375,Tonnes,1.760693102
Bihar,PURBI CHAMPARAN,Wheat,2003-04,Rabi,91390,Hectare,143031,Tonnes,1.565061823
Bihar,PURNIA,Wheat,2001-02,Rabi,58812,Hectare,91884,Tonnes,1.562334218
Bihar,PURNIA,Wheat,2002-03,Rabi,57017,Hectare,84862,Tonnes,1.48836312
Bihar,PURNIA,Wheat,2003-04,Rabi,58778,Hectare,71463,Tonnes,1.215812039
Bihar,ROHTAS,Wheat,2001-02,Rabi,150461,Hectare,326907,Tonnes,2.172702561
Bihar,ROHTAS,Wheat,2002-03,Rabi,132763,Hectare,322003,Tonnes,2.425397136
Bihar,ROHTAS,Wheat,2003-04,Rabi,128102,Hectare,322248,Tonnes,2.515557915
Bihar,SAHARSA,Wheat,2001-02,Rabi,49963,Hectare,94601,Tonnes,1.893421132
Bihar,SAHARSA,Wheat,2002-03,Rabi,50013,Hectare,93821,Tonnes,1.875932258
Bihar,SAHARSA,Wheat,2003-04,Rabi,43708,Hectare,79240,Tonnes,1.812940423
Bihar,SAMASTIPUR,Wheat,2001-02,Rabi,54766,Hectare,122758,Tonnes,2.241500201
Bihar,SAMASTIPUR,Wheat,2002-03,Rabi,52095,Hectare,87958,Tonnes,1.688415395
Bihar,SAMASTIPUR,Wheat,2003-04,Rabi,52112,Hectare,59571,Tonnes,1.143134019
Bihar,SARAN,Wheat,2001-02,Rabi,90027,Hectare,212755,Tonnes,2.363235474
Bihar,SARAN,Wheat,2002-03,Rabi,98192,Hectare,188654,Tonnes,1.921276682
Bihar,SARAN,Wheat,2003-04,Rabi,94593,Hectare,208739,Tonnes,2.206706627
Bihar,SHEIKHPURA,Wheat,2001-02,Rabi,19323,Hectare,30904,Tonnes,1.599337577
Bihar,SHEIKHPURA,Wheat,2002-03,Rabi,17486,Hectare,31902,Tonnes,1.824430973
Bihar,SHEIKHPURA,Wheat,2003-04,Rabi,22287,Hectare,39392,Tonnes,1.767487773
Bihar,SHEOHAR,Wheat,2001-02,Rabi,10936,Hectare,25480,Tonnes,2.329919532
Bihar,SHEOHAR,Wheat,2002-03,Rabi,10944,Hectare,19140,Tonnes,1.748903509
Bihar,SHEOHAR,Wheat,2003-04,Rabi,10838,Hectare,18893,Tonnes,1.743218306
Bihar,SITAMARHI,Wheat,2001-02,Rabi,70696,Hectare,152426,Tonnes,2.156076723
Bihar,SITAMARHI,Wheat,2002-03,Rabi,70712,Hectare,119007,Tonnes,1.682981672
Bihar,SITAMARHI,Wheat,2003-04,Rabi,52930,Hectare,84738,Tonnes,1.600944644
Bihar,SIWAN,Wheat,2001-02,Rabi,93941,Hectare,208778,Tonnes,2.222437487
Bihar,SIWAN,Wheat,2002-03,Rabi,98714,Hectare,193517,Tonnes,1.960380493
Bihar,SIWAN,Wheat,2003-04,Rabi,84459,Hectare,181132,Tonnes,2.144614547
Bihar,SUPAUL,Wheat,2001-02,Rabi,55772,Hectare,88744,Tonnes,1.591192713
Bihar,SUPAUL,Wheat,2002-03,Rabi,55544,Hectare,93163,Tonnes,1.677282875
Bihar,SUPAUL,Wheat,2003-04,Rabi,56874,Hectare,76749,Tonnes,1.349456694
Bihar,VAISHALI,Wheat,2001-02,Rabi,47414,Hectare,108088,Tonnes,2.279664234
Bihar,VAISHALI,Wheat,2002-03,Rabi,43369,Hectare,91786,Tonnes,2.116396504
Bihar,VAISHALI,Wheat,2003-04,Rabi,39075,Hectare,34720,Tonnes,0.8885476647
Chandigarh,CHANDIGARH,Maize,2001-02,Kharif,200,Hectare,450,Tonnes,2.25
Chandigarh,CHANDIGARH,Maize,2002-03,Kharif,200,Hectare,450,Tonnes,2.25
Chandigarh,CHANDIGARH,Maize,2003-04,Kharif,100,Hectare,200,Tonnes,2
Chandigarh,CHANDIGARH,Masoor,2001-02,Rabi,20,Hectare,25,Tonnes,1.25
Chandigarh,CHANDIGARH,Onion,2001-02,Whole Year,25,Hectare,375,Tonnes,15
Chandigarh,CHANDIGARH,Onion,2002-03,Whole Year,3,Hectare,95,Tonnes,31.66666667
Chandigarh,CHANDIGARH,Onion,2003-04,Whole Year,6,Hectare,105,Tonnes,17.5
Chandigarh,CHANDIGARH,Potato,2001-02,Whole Year,80,Hectare,2000,Tonnes,25
Chandigarh,CHANDIGARH,Potato,2002-03,Whole Year,50,Hectare,1300,Tonnes,26
Chandigarh,CHANDIGARH,Potato,2003-04,Whole Year,40,Hectare,800,Tonnes,20
Chandigarh,CHANDIGARH,Rapeseed &Mustard,2001-02,Rabi,70,Hectare,125,Tonnes,1.785714286
Chandigarh,CHANDIGARH,Rapeseed &Mustard,2002-03,Rabi,30,Hectare,50,Tonnes,1.666666667
Chandigarh,CHANDIGARH,Rice,2001-02,Kharif,50,Hectare,250,Tonnes,5
Chandigarh,CHANDIGARH,Rice,2002-03,Kharif,140,Hectare,700,Tonnes,5
Chandigarh,CHANDIGARH,Rice,2003-04,Kharif,100,Hectare,500,Tonnes,5
Chandigarh,CHANDIGARH,Sunflower,2001-02,Rabi,5,Hectare,13,Tonnes,2.6
Chandigarh,CHANDIGARH,Sunflower,2002-03,Rabi,5,Hectare,15,Tonnes,3
Chandigarh,CHANDIGARH,Urad,2001-02,Kharif,20,Hectare,20,Tonnes,1
Chandigarh,CHANDIGARH,Urad,2002-03,Kharif,5,Hectare,5,Tonnes,1
Chandigarh,CHANDIGARH,Wheat,2001-02,Rabi,750,Hectare,3350,Tonnes,4.466666667
Chandigarh,CHANDIGARH,Wheat,2002-03,Rabi,700,Hectare,3315,Tonnes,4.735714286
Chandigarh,CHANDIGARH,Wheat,2003-04,Rabi,650,Hectare,3000,Tonnes,4.615384615
Chhattisgarh,BASTAR,Arhar/Tur,2001-02,Kharif,961,Hectare,435,Tonnes,0.452653486
Chhattisgarh,BASTAR,Arhar/Tur,2002-03,Kharif,1044,Hectare,388,Tonnes,0.3716475096
Chhattisgarh,BASTAR,Arhar/Tur,2003-04,Kharif,1079,Hectare,728,Tonnes,0.6746987952
Chhattisgarh,BILASPUR,Arhar/Tur,2001-02,Kharif,4180,Hectare,1665,Tonnes,0.3983253589
Chhattisgarh,BILASPUR,Arhar/Tur,2002-03,Kharif,4351,Hectare,2007,Tonnes,0.4612732705
Chhattisgarh,BILASPUR,Arhar/Tur,2003-04,Kharif,4263,Hectare,2687,Tonnes,0.6303072953
Chhattisgarh,DANTEWADA,Arhar/Tur,2001-02,Kharif,994,Hectare,422,Tonnes,0.4245472837
Chhattisgarh,DANTEWADA,Arhar/Tur,2002-03,Kharif,1016,Hectare,395,Tonnes,0.3887795276
Chhattisgarh,DANTEWADA,Arhar/Tur,2003-04,Kharif,1078,Hectare,705,Tonnes,0.6539888683
Chhattisgarh,DHAMTARI,Arhar/Tur,2001-02,Kharif,422,Hectare,115,Tonnes,0.2725118483
