State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Bihar,SHEOHAR,Arhar/Tur,2001-02,Kharif,257,Hectare,373,Tonnes,1.451361868
Bihar,SHEOHAR,Arhar/Tur,2002-03,Kharif,255,Hectare,156,Tonnes,0.6117647059
Bihar,SHEOHAR,Arhar/Tur,2003-04,Kharif,159,Hectare,233,Tonnes,1.465408805
Bihar,SITAMARHI,Arhar/Tur,2001-02,Kharif,688,Hectare,998,Tonnes,1.450581395
Bihar,SITAMARHI,Arhar/Tur,2002-03,Kharif,682,Hectare,549,Tonnes,0.8049853372
Bihar,SITAMARHI,Arhar/Tur,2003-04,Kharif,372,Hectare,615,Tonnes,1.653225806
Bihar,SIWAN,Arhar/Tur,2001-02,Kharif,3136,Hectare,3835,Tonnes,1.222895408
Bihar,SIWAN,Arhar/Tur,2002-03,Kharif,3422,Hectare,5177,Tonnes,1.512857978
Bihar,SIWAN,Arhar/Tur,2003-04,Kharif,2970,Hectare,7131,Tonnes,2.401010101
Bihar,SUPAUL,Arhar/Tur,2001-02,Kharif,33,Hectare,42,Tonnes,1.272727273
Bihar,SUPAUL,Arhar/Tur,2002-03,Kharif,172,Hectare,196,Tonnes,1.139534884
Bihar,SUPAUL,Arhar/Tur,2003-04,Kharif,62,Hectare,77,Tonnes,1.241935484
Bihar,VAISHALI,Arhar/Tur,2001-02,Kharif,1366,Hectare,1336,Tonnes,0.9780380673
Bihar,VAISHALI,Arhar/Tur,2002-03,Kharif,1522,Hectare,1289,Tonnes,0.846911958
Bihar,VAISHALI,Arhar/Tur,2003-04,Kharif,1809,Hectare,1500,Tonnes,0.8291873964
Bihar,BANKA,Bajra,2002-03,Kharif,9,Hectare,9,Tonnes,1
Bihar,BANKA,Bajra,2003-04,Kharif,17,Hectare,18,Tonnes,1.058823529
Bihar,BHAGALPUR,Bajra,2002-03,Kharif,12,Hectare,12,Tonnes,1
Bihar,BHOJPUR,Bajra,2001-02,Kharif,152,Hectare,110,Tonnes,0.7236842105
Bihar,BHOJPUR,Bajra,2002-03,Kharif,151,Hectare,149,Tonnes,0.9867549669
Bihar,BHOJPUR,Bajra,2003-04,Kharif,466,Hectare,460,Tonnes,0.9871244635
Bihar,BUXAR,Bajra,2001-02,Kharif,359,Hectare,259,Tonnes,0.721448468
Bihar,BUXAR,Bajra,2002-03,Kharif,310,Hectare,335,Tonnes,1.080645161
Bihar,BUXAR,Bajra,2003-04,Kharif,303,Hectare,337,Tonnes,1.112211221
Bihar,DARBHANGA,Bajra,2002-03,Kharif,49,Hectare,51,Tonnes,1.040816327
Bihar,GAYA,Bajra,2003-04,Kharif,55,Hectare,57,Tonnes,1.036363636
Bihar,GOPALGANJ,Bajra,2001-02,Kharif,5,Hectare,4,Tonnes,0.8
Bihar,GOPALGANJ,Bajra,2002-03,Kharif,5,Hectare,4,Tonnes,0.8
Bihar,GOPALGANJ,Bajra,2003-04,Kharif,76,Hectare,79,Tonnes,1.039473684
Bihar,JEHANABAD,Bajra,2002-03,Kharif,1,Hectare,1,Tonnes,1
Bihar,JEHANABAD,Bajra,2003-04,Kharif,1,Hectare,1,Tonnes,1
Bihar,KAIMUR (BHABUA),Bajra,2001-02,Kharif,157,Hectare,113,Tonnes,0.7197452229
Bihar,MADHEPURA,Bajra,2002-03,Kharif,5,Hectare,5,Tonnes,1
Bihar,MADHUBANI,Bajra,2001-02,Kharif,23,Hectare,15,Tonnes,0.652173913
Bihar,PASHCHIM CHAMPARAN,Bajra,2001-02,Kharif,73,Hectare,53,Tonnes,0.7260273973
Bihar,PASHCHIM CHAMPARAN,Bajra,2002-03,Kharif,43,Hectare,44,Tonnes,1.023255814
Bihar,PASHCHIM CHAMPARAN,Bajra,2003-04,Kharif,43,Hectare,45,Tonnes,1.046511628
Bihar,PATNA,Bajra,2002-03,Kharif,310,Hectare,319,Tonnes,1.029032258
Bihar,PATNA,Bajra,2003-04,Kharif,459,Hectare,487,Tonnes,1.061002179
Bihar,PURBI CHAMPARAN,Bajra,2002-03,Kharif,70,Hectare,72,Tonnes,1.028571429
Bihar,ROHTAS,Bajra,2001-02,Kharif,7,Hectare,5,Tonnes,0.7142857143
Bihar,ROHTAS,Bajra,2002-03,Kharif,8,Hectare,13,Tonnes,1.625
Bihar,ROHTAS,Bajra,2003-04,Kharif,30,Hectare,31,Tonnes,1.033333333
Bihar,SARAN,Bajra,2001-02,Kharif,25,Hectare,19,Tonnes,0.76
Bihar,SARAN,Bajra,2002-03,Kharif,25,Hectare,19,Tonnes,0.76
Bihar,SARAN,Bajra,2003-04,Kharif,97,Hectare,101,Tonnes,1.041237113
Bihar,SHEOHAR,Bajra,2001-02,Kharif,8,Hectare,6,Tonnes,0.75
Bihar,SIWAN,Bajra,2001-02,Kharif,19,Hectare,14,Tonnes,0.7368421053
Bihar,SIWAN,Bajra,2002-03,Kharif,20,Hectare,15,Tonnes,0.75
Bihar,SIWAN,Bajra,2003-04,Kharif,21,Hectare,22,Tonnes,1.047619048
Bihar,ARARIA,Banana,2001-02,Whole Year,504,Hectare,14329,Tonnes,28.43055556
Bihar,ARARIA,Banana,2002-03,Whole Year,431,Hectare,3741,Tonnes,8.679814385
Bihar,ARARIA,Banana,2003-04,Whole Year,516,Hectare,4933,Tonnes,9.560077519
Bihar,ARWAL,Banana,2003-04,Whole Year,7,Hectare,116,Tonnes,16.57142857
Bihar,BEGUSARAI,Banana,2001-02,Whole Year,278,Hectare,23786,Tonnes,85.56115108
Bihar,BEGUSARAI,Banana,2002-03,Whole Year,306,Hectare,24560,Tonnes,80.26143791
Bihar,BEGUSARAI,Banana,2003-04,Whole Year,323,Hectare,25039,Tonnes,77.52012384
Bihar,BHAGALPUR,Banana,2001-02,Whole Year,875,Hectare,7228,Tonnes,8.260571429
Bihar,BHAGALPUR,Banana,2002-03,Whole Year,998,Hectare,2236,Tonnes,2.240480962
Bihar,BHAGALPUR,Banana,2003-04,Whole Year,840,Hectare,2041,Tonnes,2.429761905
Bihar,DARBHANGA,Banana,2001-02,Whole Year,88,Hectare,717,Tonnes,8.147727273
Bihar,DARBHANGA,Banana,2002-03,Whole Year,352,Hectare,6530,Tonnes,18.55113636
Bihar,DARBHANGA,Banana,2003-04,Whole Year,91,Hectare,894,Tonnes,9.824175824
Bihar,GAYA,Banana,2001-02,Whole Year,29,Hectare,651,Tonnes,22.44827586
Bihar,GAYA,Banana,2002-03,Whole Year,3,Hectare,59,Tonnes,19.66666667
Bihar,GAYA,Banana,2003-04,Whole Year,2,Hectare,33,Tonnes,16.5
Bihar,GOPALGANJ,Banana,2001-02,Whole Year,53,Hectare,1190,Tonnes,22.45283019
Bihar,GOPALGANJ,Banana,2002-03,Whole Year,15,Hectare,295,Tonnes,19.66666667
Bihar,GOPALGANJ,Banana,2003-04,Whole Year,13,Hectare,215,Tonnes,16.53846154
Bihar,KATIHAR,Banana,2001-02,Whole Year,3362,Hectare,163360,Tonnes,48.59012493
Bihar,KATIHAR,Banana,2002-03,Whole Year,4552,Hectare,120400,Tonnes,26.44991213
Bihar,KATIHAR,Banana,2003-04,Whole Year,1391,Hectare,27375,Tonnes,19.68008627
Bihar,KHAGARIA,Banana,2001-02,Whole Year,142,Hectare,2150,Tonnes,15.14084507
Bihar,KHAGARIA,Banana,2002-03,Whole Year,55,Hectare,4414,Tonnes,80.25454545
Bihar,KHAGARIA,Banana,2003-04,Whole Year,317,Hectare,24574,Tonnes,77.52050473
Bihar,KISHANGANJ,Banana,2001-02,Whole Year,570,Hectare,16205,Tonnes,28.42982456
Bihar,KISHANGANJ,Banana,2002-03,Whole Year,464,Hectare,8904,Tonnes,19.18965517
Bihar,KISHANGANJ,Banana,2003-04,Whole Year,427,Hectare,3484,Tonnes,8.159250585
Bihar,MADHEPURA,Banana,2001-02,Whole Year,436,Hectare,5768,Tonnes,13.2293578
Bihar,MADHEPURA,Banana,2002-03,Whole Year,491,Hectare,3167,Tonnes,6.450101833
Bihar,MADHEPURA,Banana,2003-04,Whole Year,551,Hectare,8673,Tonnes,15.74047187
Bihar,MADHUBANI,Banana,2001-02,Whole Year,379,Hectare,3089,Tonnes,8.150395778
Bihar,MADHUBANI,Banana,2002-03,Whole Year,222,Hectare,2178,Tonnes,9.810810811
Bihar,MADHUBANI,Banana,2003-04,Whole Year,209,Hectare,1747,Tonnes,8.358851675
Bihar,MUZAFFARPUR,Banana,2002-03,Whole Year,605,Hectare,5971,Tonnes,9.869421488
Bihar,MUZAFFARPUR,Banana,2003-04,Whole Year,673,Hectare,4011,Tonnes,5.959881129
Bihar,PASHCHIM CHAMPARAN,Banana,2001-02,Whole Year,194,Hectare,2732,Tonnes,14.08247423
Bihar,PASHCHIM CHAMPARAN,Banana,2002-03,Whole Year,170,Hectare,2467,Tonnes,14.51176471
Bihar,PASHCHIM CHAMPARAN,Banana,2003-04,Whole Year,171,Hectare,2103,Tonnes,12.29824561
Bihar,PURBI CHAMPARAN,Banana,2001-02,Whole Year,346,Hectare,4872,Tonnes,14.08092486
Bihar,PURBI CHAMPARAN,Banana,2002-03,Whole Year,393,Hectare,4740,Tonnes,12.0610687
Bihar,PURBI CHAMPARAN,Banana,2003-04,Whole Year,392,Hectare,4822,Tonnes,12.30102041
Bihar,PURNIA,Banana,2001-02,Whole Year,2573,Hectare,5352,Tonnes,2.080062184
Bihar,PURNIA,Banana,2002-03,Whole Year,2502,Hectare,19466,Tonnes,7.780175859
Bihar,PURNIA,Banana,2003-04,Whole Year,2065,Hectare,21765,Tonnes,10.53995157
Bihar,SAHARSA,Banana,2001-02,Whole Year,42,Hectare,1178,Tonnes,28.04761905
Bihar,SAHARSA,Banana,2002-03,Whole Year,52,Hectare,1599,Tonnes,30.75
Bihar,SAHARSA,Banana,2003-04,Whole Year,38,Hectare,1062,Tonnes,27.94736842
Bihar,SAMASTIPUR,Banana,2001-02,Whole Year,1682,Hectare,13708,Tonnes,8.149821641
Bihar,SAMASTIPUR,Banana,2002-03,Whole Year,1635,Hectare,32275,Tonnes,19.74006116
Bihar,SAMASTIPUR,Banana,2003-04,Whole Year,1641,Hectare,16426,Tonnes,10.00975015
Bihar,SARAN,Banana,2001-02,Whole Year,56,Hectare,1257,Tonnes,22.44642857
Bihar,SARAN,Banana,2002-03,Whole Year,88,Hectare,1730,Tonnes,19.65909091
Bihar,SARAN,Banana,2003-04,Whole Year,26,Hectare,430,Tonnes,16.53846154
Bihar,SHEOHAR,Banana,2001-02,Whole Year,138,Hectare,1943,Tonnes,14.07971014
Bihar,SHEOHAR,Banana,2002-03,Whole Year,134,Hectare,1944,Tonnes,14.50746269
Bihar,SHEOHAR,Banana,2003-04,Whole Year,139,Hectare,1710,Tonnes,12.30215827
Bihar,SITAMARHI,Banana,2001-02,Whole Year,172,Hectare,2422,Tonnes,14.08139535
Bihar,SITAMARHI,Banana,2002-03,Whole Year,171,Hectare,2481,Tonnes,14.50877193
Bihar,SITAMARHI,Banana,2003-04,Whole Year,204,Hectare,2509,Tonnes,12.29901961
Bihar,SIWAN,Banana,2001-02,Whole Year,941,Hectare,14021,Tonnes,14.90010627
Bihar,SIWAN,Banana,2002-03,Whole Year,100,Hectare,1966,Tonnes,19.66
Bihar,SIWAN,Banana,2003-04,Whole Year,92,Hectare,1523,Tonnes,16.55434783
Bihar,SUPAUL,Banana,2001-02,Whole Year,1108,Hectare,37528,Tonnes,33.8700361
Bihar,SUPAUL,Banana,2002-03,Whole Year,1339,Hectare,53105,Tonnes,39.66019417
Bihar,SUPAUL,Banana,2003-04,Whole Year,853,Hectare,30589,Tonnes,35.86049238
Bihar,VAISHALI,Banana,2001-02,Whole Year,2295,Hectare,31556,Tonnes,13.74989107
Bihar,VAISHALI,Banana,2002-03,Whole Year,2229,Hectare,36110,Tonnes,16.20008973
Bihar,VAISHALI,Banana,2003-04,Whole Year,2026,Hectare,29174,Tonnes,14.39980257
Bihar,ARARIA,Barley,2001-02,Rabi,20,Hectare,25,Tonnes,1.25
Bihar,ARARIA,Barley,2002-03,Rabi,23,Hectare,27,Tonnes,1.173913043
Bihar,ARARIA,Barley,2003-04,Rabi,104,Hectare,116,Tonnes,1.115384615
Bihar,ARWAL,Barley,2003-04,Rabi,222,Hectare,228,Tonnes,1.027027027
Bihar,AURANGABAD,Barley,2001-02,Rabi,1775,Hectare,1798,Tonnes,1.012957746
Bihar,AURANGABAD,Barley,2002-03,Rabi,2280,Hectare,2503,Tonnes,1.097807018
Bihar,AURANGABAD,Barley,2003-04,Rabi,2461,Hectare,2284,Tonnes,0.9280780171
Bihar,BANKA,Barley,2001-02,Rabi,1111,Hectare,1102,Tonnes,0.9918991899
Bihar,BANKA,Barley,2002-03,Rabi,1113,Hectare,578,Tonnes,0.5193171608
Bihar,BANKA,Barley,2003-04,Rabi,863,Hectare,886,Tonnes,1.026651217
Bihar,BEGUSARAI,Barley,2001-02,Rabi,461,Hectare,275,Tonnes,0.5965292842
Bihar,BEGUSARAI,Barley,2002-03,Rabi,11,Hectare,10,Tonnes,0.9090909091
Bihar,BEGUSARAI,Barley,2003-04,Rabi,34,Hectare,30,Tonnes,0.8823529412
Bihar,BHAGALPUR,Barley,2001-02,Rabi,2091,Hectare,1901,Tonnes,0.9091343855
Bihar,BHAGALPUR,Barley,2002-03,Rabi,2018,Hectare,1568,Tonnes,0.7770069376
Bihar,BHAGALPUR,Barley,2003-04,Rabi,2284,Hectare,2206,Tonnes,0.965849387
Bihar,BHOJPUR,Barley,2001-02,Rabi,1220,Hectare,2062,Tonnes,1.690163934
Bihar,BHOJPUR,Barley,2002-03,Rabi,1229,Hectare,1753,Tonnes,1.426362897
Bihar,BHOJPUR,Barley,2003-04,Rabi,1062,Hectare,884,Tonnes,0.8323917137
Bihar,BUXAR,Barley,2001-02,Rabi,1421,Hectare,2646,Tonnes,1.862068966
Bihar,BUXAR,Barley,2002-03,Rabi,1321,Hectare,1877,Tonnes,1.420893263
Bihar,BUXAR,Barley,2003-04,Rabi,1315,Hectare,1861,Tonnes,1.415209125
Bihar,DARBHANGA,Barley,2001-02,Rabi,119,Hectare,149,Tonnes,1.25210084
Bihar,DARBHANGA,Barley,2002-03,Rabi,242,Hectare,164,Tonnes,0.6776859504
Bihar,DARBHANGA,Barley,2003-04,Rabi,203,Hectare,227,Tonnes,1.118226601
Bihar,GAYA,Barley,2001-02,Rabi,1351,Hectare,1808,Tonnes,1.33826795
Bihar,GAYA,Barley,2002-03,Rabi,2113,Hectare,1557,Tonnes,0.7368670137
Bihar,GAYA,Barley,2003-04,Rabi,1609,Hectare,1660,Tonnes,1.031696706
Bihar,GOPALGANJ,Barley,2001-02,Rabi,134,Hectare,143,Tonnes,1.067164179
Bihar,GOPALGANJ,Barley,2002-03,Rabi,164,Hectare,199,Tonnes,1.213414634
Bihar,GOPALGANJ,Barley,2003-04,Rabi,150,Hectare,254,Tonnes,1.693333333
Bihar,JAMUI,Barley,2001-02,Rabi,668,Hectare,399,Tonnes,0.5973053892
Bihar,JAMUI,Barley,2002-03,Rabi,1313,Hectare,1142,Tonnes,0.8697638995
Bihar,JAMUI,Barley,2003-04,Rabi,1335,Hectare,1179,Tonnes,0.8831460674
Bihar,JEHANABAD,Barley,2001-02,Rabi,457,Hectare,527,Tonnes,1.153172867
Bihar,JEHANABAD,Barley,2002-03,Rabi,1212,Hectare,1116,Tonnes,0.9207920792
Bihar,JEHANABAD,Barley,2003-04,Rabi,195,Hectare,200,Tonnes,1.025641026
Bihar,KAIMUR (BHABUA),Barley,2001-02,Rabi,1123,Hectare,1280,Tonnes,1.139804096
Bihar,KAIMUR (BHABUA),Barley,2002-03,Rabi,1886,Hectare,2897,Tonnes,1.536055143
Bihar,KAIMUR (BHABUA),Barley,2003-04,Rabi,1151,Hectare,1485,Tonnes,1.29018245
Bihar,KATIHAR,Barley,2001-02,Rabi,165,Hectare,207,Tonnes,1.254545455
Bihar,KATIHAR,Barley,2002-03,Rabi,115,Hectare,133,Tonnes,1.156521739
Bihar,KATIHAR,Barley,2003-04,Rabi,50,Hectare,56,Tonnes,1.12
Bihar,KHAGARIA,Barley,2001-02,Rabi,98,Hectare,59,Tonnes,0.6020408163
Bihar,KHAGARIA,Barley,2002-03,Rabi,87,Hectare,76,Tonnes,0.8735632184
Bihar,KHAGARIA,Barley,2003-04,Rabi,80,Hectare,71,Tonnes,0.8875
Bihar,KISHANGANJ,Barley,2002-03,Rabi,39,Hectare,45,Tonnes,1.153846154
Bihar,KISHANGANJ,Barley,2003-04,Rabi,39,Hectare,44,Tonnes,1.128205128
Bihar,LAKHISARAI,Barley,2002-03,Rabi,68,Hectare,59,Tonnes,0.8676470588
Bihar,LAKHISARAI,Barley,2003-04,Rabi,21,Hectare,19,Tonnes,0.9047619048
Bihar,MADHEPURA,Barley,2001-02,Rabi,11,Hectare,14,Tonnes,1.272727273
Bihar,MADHEPURA,Barley,2002-03,Rabi,36,Hectare,42,Tonnes,1.166666667
Bihar,MADHUBANI,Barley,2001-02,Rabi,187,Hectare,234,Tonnes,1.251336898
Bihar,MADHUBANI,Barley,2002-03,Rabi,86,Hectare,99,Tonnes,1.151162791
Bihar,MADHUBANI,Barley,2003-04,Rabi,67,Hectare,75,Tonnes,1.119402985
Bihar,MUNGER,Barley,2001-02,Rabi,84,Hectare,50,Tonnes,0.5952380952
Bihar,MUNGER,Barley,2002-03,Rabi,91,Hectare,79,Tonnes,0.8681318681
Bihar,MUNGER,Barley,2003-04,Rabi,49,Hectare,43,Tonnes,0.8775510204
Bihar,MUZAFFARPUR,Barley,2001-02,Rabi,508,Hectare,913,Tonnes,1.797244094
Bihar,MUZAFFARPUR,Barley,2002-03,Rabi,245,Hectare,398,Tonnes,1.624489796
Bihar,MUZAFFARPUR,Barley,2003-04,Rabi,661,Hectare,1013,Tonnes,1.532526475
Bihar,NALANDA,Barley,2001-02,Rabi,385,Hectare,547,Tonnes,1.420779221
Bihar,NALANDA,Barley,2002-03,Rabi,391,Hectare,631,Tonnes,1.613810742
Bihar,NALANDA,Barley,2003-04,Rabi,387,Hectare,437,Tonnes,1.129198966
Bihar,NAWADA,Barley,2001-02,Rabi,375,Hectare,433,Tonnes,1.154666667
Bihar,NAWADA,Barley,2002-03,Rabi,393,Hectare,363,Tonnes,0.9236641221
Bihar,NAWADA,Barley,2003-04,Rabi,358,Hectare,349,Tonnes,0.9748603352
Bihar,PASHCHIM CHAMPARAN,Barley,2001-02,Rabi,957,Hectare,2006,Tonnes,2.096133751
Bihar,PASHCHIM CHAMPARAN,Barley,2002-03,Rabi,8,Hectare,13,Tonnes,1.625
Bihar,PASHCHIM CHAMPARAN,Barley,2003-04,Rabi,79,Hectare,122,Tonnes,1.544303797
Bihar,PATNA,Barley,2001-02,Rabi,785,Hectare,1410,Tonnes,1.796178344
Bihar,PATNA,Barley,2002-03,Rabi,564,Hectare,931,Tonnes,1.65070922
Bihar,PATNA,Barley,2003-04,Rabi,582,Hectare,588,Tonnes,1.010309278
Bihar,PURBI CHAMPARAN,Barley,2001-02,Rabi,497,Hectare,609,Tonnes,1.225352113
Bihar,PURBI CHAMPARAN,Barley,2002-03,Rabi,391,Hectare,361,Tonnes,0.9232736573
Bihar,PURBI CHAMPARAN,Barley,2003-04,Rabi,500,Hectare,535,Tonnes,1.07
Bihar,PURNIA,Barley,2001-02,Rabi,225,Hectare,282,Tonnes,1.253333333
Bihar,PURNIA,Barley,2002-03,Rabi,10,Hectare,12,Tonnes,1.2
Bihar,PURNIA,Barley,2003-04,Rabi,10,Hectare,11,Tonnes,1.1
Bihar,ROHTAS,Barley,2001-02,Rabi,2936,Hectare,3235,Tonnes,1.101839237
Bihar,ROHTAS,Barley,2002-03,Rabi,1481,Hectare,2999,Tonnes,2.02498312
Bihar,ROHTAS,Barley,2003-04,Rabi,2206,Hectare,2310,Tonnes,1.047144152
Bihar,SAHARSA,Barley,2001-02,Rabi,93,Hectare,117,Tonnes,1.258064516
Bihar,SAHARSA,Barley,2002-03,Rabi,81,Hectare,93,Tonnes,1.148148148
Bihar,SAHARSA,Barley,2003-04,Rabi,24,Hectare,27,Tonnes,1.125
Bihar,SAMASTIPUR,Barley,2001-02,Rabi,72,Hectare,90,Tonnes,1.25
Bihar,SAMASTIPUR,Barley,2002-03,Rabi,109,Hectare,126,Tonnes,1.155963303
Bihar,SAMASTIPUR,Barley,2003-04,Rabi,113,Hectare,126,Tonnes,1.115044248
Bihar,SARAN,Barley,2001-02,Rabi,820,Hectare,876,Tonnes,1.068292683
Bihar,SARAN,Barley,2002-03,Rabi,250,Hectare,304,Tonnes,1.216
Bihar,SARAN,Barley,2003-04,Rabi,318,Hectare,539,Tonnes,1.694968553
Bihar,SITAMARHI,Barley,2001-02,Rabi,114,Hectare,205,Tonnes,1.798245614
Bihar,SITAMARHI,Barley,2002-03,Rabi,110,Hectare,132,Tonnes,1.2
Bihar,SITAMARHI,Barley,2003-04,Rabi,2044,Hectare,2753,Tonnes,1.346868885
Bihar,SIWAN,Barley,2001-02,Rabi,704,Hectare,752,Tonnes,1.068181818
Bihar,SIWAN,Barley,2002-03,Rabi,664,Hectare,807,Tonnes,1.215361446
Bihar,SIWAN,Barley,2003-04,Rabi,642,Hectare,1088,Tonnes,1.69470405
Bihar,SUPAUL,Barley,2001-02,Rabi,81,Hectare,102,Tonnes,1.259259259
Bihar,SUPAUL,Barley,2002-03,Rabi,33,Hectare,38,Tonnes,1.151515152
Bihar,SUPAUL,Barley,2003-04,Rabi,27,Hectare,30,Tonnes,1.111111111
Bihar,VAISHALI,Barley,2001-02,Rabi,252,Hectare,453,Tonnes,1.797619048
Bihar,VAISHALI,Barley,2002-03,Rabi,250,Hectare,300,Tonnes,1.2
Bihar,VAISHALI,Barley,2003-04,Rabi,201,Hectare,271,Tonnes,1.348258706
Bihar,AURANGABAD,Castor seed,2002-03,Kharif,219,Hectare,216,Tonnes,0.9863013699
Bihar,BEGUSARAI,Castor seed,2002-03,Kharif,23,Hectare,23,Tonnes,1
Bihar,BEGUSARAI,Castor seed,2003-04,Kharif,75,Hectare,74,Tonnes,0.9866666667
Bihar,BHAGALPUR,Castor seed,2003-04,Kharif,7,Hectare,7,Tonnes,1
Bihar,GAYA,Castor seed,2003-04,Kharif,1,Hectare,1,Tonnes,1
Bihar,JAMUI,Castor seed,2002-03,Kharif,12,Hectare,12,Tonnes,1
Bihar,JEHANABAD,Castor seed,2003-04,Kharif,2,Hectare,2,Tonnes,1
Bihar,KATIHAR,Castor seed,2002-03,Kharif,3,Hectare,3,Tonnes,1
Bihar,KHAGARIA,Castor seed,2003-04,Kharif,10,Hectare,10,Tonnes,1
Bihar,KISHANGANJ,Castor seed,2002-03,Kharif,21,Hectare,21,Tonnes,1
Bihar,KISHANGANJ,Castor seed,2003-04,Kharif,17,Hectare,17,Tonnes,1
Bihar,PATNA,Castor seed,2002-03,Kharif,11,Hectare,11,Tonnes,1
Bihar,SAMASTIPUR,Castor seed,2002-03,Kharif,27,Hectare,26,Tonnes,0.962962963
Bihar,SAMASTIPUR,Castor seed,2003-04,Kharif,29,Hectare,29,Tonnes,1
Bihar,VAISHALI,Castor seed,2003-04,Kharif,14,Hectare,14,Tonnes,1
Bihar,ARARIA,Coriander,2001-02,Whole Year,106,Hectare,59,Tonnes,0.5566037736
Bihar,ARARIA,Coriander,2002-03,Whole Year,80,Hectare,49,Tonnes,0.6125
Bihar,ARARIA,Coriander,2003-04,Whole Year,103,Hectare,71,Tonnes,0.6893203883
Bihar,ARWAL,Coriander,2003-04,Whole Year,3,Hectare,2,Tonnes,0.6666666667
Bihar,AURANGABAD,Coriander,2001-02,Whole Year,12,Hectare,7,Tonnes,0.5833333333
Bihar,AURANGABAD,Coriander,2002-03,Whole Year,6,Hectare,4,Tonnes,0.6666666667
Bihar,AURANGABAD,Coriander,2003-04,Whole Year,6,Hectare,4,Tonnes,0.6666666667
Bihar,BANKA,Coriander,2001-02,Whole Year,2,Hectare,1,Tonnes,0.5
Bihar,BEGUSARAI,Coriander,2001-02,Whole Year,42,Hectare,24,Tonnes,0.5714285714
Bihar,BEGUSARAI,Coriander,2002-03,Whole Year,14,Hectare,9,Tonnes,0.6428571429
Bihar,BEGUSARAI,Coriander,2003-04,Whole Year,15,Hectare,10,Tonnes,0.6666666667
Bihar,BHAGALPUR,Coriander,2001-02,Whole Year,131,Hectare,76,Tonnes,0.5801526718
Bihar,BHAGALPUR,Coriander,2002-03,Whole Year,24,Hectare,16,Tonnes,0.6666666667
Bihar,BHAGALPUR,Coriander,2003-04,Whole Year,48,Hectare,33,Tonnes,0.6875
Bihar,BHOJPUR,Coriander,2001-02,Whole Year,2,Hectare,1,Tonnes,0.5
Bihar,BHOJPUR,Coriander,2002-03,Whole Year,2,Hectare,2,Tonnes,1
Bihar,BHOJPUR,Coriander,2003-04,Whole Year,4,Hectare,3,Tonnes,0.75
Bihar,BUXAR,Coriander,2001-02,Whole Year,9,Hectare,5,Tonnes,0.5555555556
Bihar,BUXAR,Coriander,2002-03,Whole Year,6,Hectare,4,Tonnes,0.6666666667
Bihar,BUXAR,Coriander,2003-04,Whole Year,6,Hectare,4,Tonnes,0.6666666667
Bihar,DARBHANGA,Coriander,2001-02,Whole Year,63,Hectare,38,Tonnes,0.6031746032
Bihar,DARBHANGA,Coriander,2002-03,Whole Year,125,Hectare,83,Tonnes,0.664
Bihar,DARBHANGA,Coriander,2003-04,Whole Year,79,Hectare,55,Tonnes,0.6962025316
Bihar,GAYA,Coriander,2001-02,Whole Year,9,Hectare,5,Tonnes,0.5555555556
Bihar,GAYA,Coriander,2002-03,Whole Year,30,Hectare,20,Tonnes,0.6666666667
Bihar,GAYA,Coriander,2003-04,Whole Year,31,Hectare,21,Tonnes,0.6774193548
Bihar,GOPALGANJ,Coriander,2001-02,Whole Year,21,Hectare,12,Tonnes,0.5714285714
Bihar,GOPALGANJ,Coriander,2002-03,Whole Year,3,Hectare,2,Tonnes,0.6666666667
Bihar,GOPALGANJ,Coriander,2003-04,Whole Year,2,Hectare,1,Tonnes,0.5
Bihar,JEHANABAD,Coriander,2001-02,Whole Year,26,Hectare,15,Tonnes,0.5769230769
Bihar,JEHANABAD,Coriander,2002-03,Whole Year,33,Hectare,21,Tonnes,0.6363636364
Bihar,JEHANABAD,Coriander,2003-04,Whole Year,23,Hectare,16,Tonnes,0.6956521739
Bihar,KAIMUR (BHABUA),Coriander,2001-02,Whole Year,146,Hectare,85,Tonnes,0.5821917808
Bihar,KAIMUR (BHABUA),Coriander,2002-03,Whole Year,51,Hectare,33,Tonnes,0.6470588235
Bihar,KAIMUR (BHABUA),Coriander,2003-04,Whole Year,49,Hectare,34,Tonnes,0.693877551
Bihar,KATIHAR,Coriander,2001-02,Whole Year,37,Hectare,21,Tonnes,0.5675675676
Bihar,KATIHAR,Coriander,2002-03,Whole Year,43,Hectare,27,Tonnes,0.6279069767
Bihar,KHAGARIA,Coriander,2001-02,Whole Year,58,Hectare,34,Tonnes,0.5862068966
Bihar,KHAGARIA,Coriander,2002-03,Whole Year,108,Hectare,70,Tonnes,0.6481481481
Bihar,KHAGARIA,Coriander,2003-04,Whole Year,99,Hectare,69,Tonnes,0.696969697
Bihar,KISHANGANJ,Coriander,2001-02,Whole Year,43,Hectare,24,Tonnes,0.5581395349
Bihar,KISHANGANJ,Coriander,2002-03,Whole Year,12,Hectare,7,Tonnes,0.5833333333
Bihar,KISHANGANJ,Coriander,2003-04,Whole Year,8,Hectare,6,Tonnes,0.75
Bihar,LAKHISARAI,Coriander,2002-03,Whole Year,14,Hectare,9,Tonnes,0.6428571429
Bihar,MADHEPURA,Coriander,2001-02,Whole Year,6,Hectare,3,Tonnes,0.5
Bihar,MADHEPURA,Coriander,2002-03,Whole Year,33,Hectare,21,Tonnes,0.6363636364
